0.0500	0.4300	119.27
2.9800	3.3400	60.49
3.5500	3.9700	59.89
4.0900	4.4700	60.49
4.6500	5.0600	59.75
5.2000	5.6000	60.54
5.7000	6.0600	62.59
6.2800	6.7500	60.14
7.4000	7.8300	60.54
7.9400	8.4100	64.49
8.4300	8.8800	62.14
8.9800	9.3800	60.35
9.5600	9.9800	59.79
10.0400	10.4300	57.06
10.6100	11.0500	55.34
11.7600	12.1000	62.45
12.1900	12.6100	60.83
12.8300	13.2400	60.14
13.3400	13.7500	63.65
13.8300	14.2800	60.49
14.4400	14.8200	60.14
14.9000	15.3900	57.06
16.1500	16.4300	62.36
16.5400	16.9600	60.83
17.1400	17.5200	60.14
17.6200	18.0000	57.88
18.1800	18.5300	60.14
18.5400	19.0800	58.36
19.2600	19.5900	56.19
20.3700	20.7200	60.83
20.9100	21.3000	59.79
21.4200	21.8000	60.83
21.9800	22.3800	60.14
22.4900	22.9400	60.83
23.0100	23.4000	63.36
23.6400	24.1100	60.83
24.6600	25.0600	60.49
25.2500	25.6500	56.19
25.6800	26.1100	58.28
26.3000	26.6800	60.49
26.8000	27.2100	60.83
27.4000	27.7400	60.14
27.8700	28.3800	60.83
