0.4400	1.7000	64.49
1.8200	2.4700	67.28
2.5700	3.9400	74.45
4.9100	6.1200	72.49
6.2700	6.8600	67.28
7.0000	8.5500	65.03
9.2500	10.4500	64.22
10.5700	11.2300	64.49
11.2500	11.9500	64.22
12.0400	12.6000	65.56
12.7100	13.3500	67.04
13.4000	15.1800	69.06
15.3100	16.4500	67.28
17.5100	18.7700	64.22
18.8300	19.4400	67.04
19.5600	21.0000	74.30
21.7100	23.0800	72.49
23.2100	23.7600	67.28
23.9200	25.1900	65.30
26.1300	27.3800	64.49
27.4900	28.0600	67.28
28.1800	28.7700	67.28
28.8600	29.4400	69.47
29.5200	30.1600	71.42
30.2400	32.1500	72.32
32.2800	33.3500	72.49
34.6100	35.6100	74.14
35.7400	35.9600	67.97
36.0800	36.6800	67.51
36.8300	37.3500	71.60
37.4500	38.0000	69.27
38.1300	38.7600	67.28
38.9900	40.0800	64.22
40.1700	40.6800	67.28
40.7900	41.7000	72.49
42.9500	44.2500	69.47
44.3400	44.9500	72.14
45.0200	46.3500	74.14
46.4200	47.0600	72.49
47.1800	49.3300	71.42
49.4700	50.6700	67.04
51.8000	53.1300	64.49
53.2300	53.8000	67.28
54.0300	55.9100	74.30
55.9900	57.2200	72.49
57.3600	57.9400	67.28
58.0700	59.1900	65.30
60.2600	61.5600	64.49
61.6600	62.1900	67.04
62.3900	62.8500	67.04
62.9500	63.5000	69.27
63.6600	64.2300	71.05
64.3300	66.1900	72.49
66.2900	67.1600	72.14
