0.1400	0.6500	67.04
0.7700	1.2400	67.04
1.3100	1.7500	69.27
1.9000	2.3200	71.60
2.4800	3.0000	71.60
3.1600	3.3500	67.28
3.7400	3.9100	66.32
4.0400	4.2800	67.28
4.3400	5.3000	69.47
5.4200	5.6300	66.07
5.6800	5.9000	63.93
5.9700	6.3700	62.76
7.1300	7.6100	69.06
7.6500	8.0700	69.27
8.1900	8.6500	71.42
8.7900	9.2700	72.14
9.3700	9.8500	72.32
9.8800	10.0500	69.47
10.5400	10.6900	70.86
10.7700	11.0500	72.32
11.1100	12.1000	74.14
12.2900	12.4400	71.79
12.4800	12.7200	69.06
12.8900	13.3500	67.28
14.0000	14.5000	71.60
14.5500	15.0000	71.60
15.0600	15.5500	72.83
15.6300	16.1300	74.30
16.1700	16.6400	74.30
16.7300	16.9000	71.60
17.3000	17.5000	72.83
17.5300	17.8000	74.45
17.8700	18.9200	76.49
19.0600	19.2400	73.34
19.3300	19.5800	71.24
19.6100	20.1500	68.19
20.7600	21.3000	68.41
21.3200	21.7200	69.27
21.8500	22.3400	71.79
22.3700	22.8300	72.66
22.8900	23.3600	72.49
23.4300	23.6000	69.88
24.0300	24.2200	71.42
24.2600	24.5000	72.83
24.5800	25.5000	74.30
25.6400	25.8500	71.60
25.8600	26.1300	69.68
26.2400	26.7900	66.56
