1.4500	2.0400	69.26
2.1700	2.6900	67.04
2.7800	3.3800	64.67
4.0000	4.4500	69.63
4.6500	5.2300	67.60
5.3000	6.0100	64.67
6.4600	6.9700	68.13
7.0400	7.5900	72.71
7.6200	8.1500	69.16
8.3400	8.8700	67.60
8.9600	9.4700	61.16
9.5600	10.1400	62.65
10.1700	10.8300	64.67
11.3600	11.8400	64.67
11.8400	12.4800	64.67
12.6000	13.1500	68.73
13.2000	13.7000	68.73
13.8000	14.3300	64.03
14.5800	14.8300	63.35
14.8800	15.1100	60.37
15.1200	15.6800	59.54
16.3000	16.7600	67.62
16.8800	17.1800	67.04
17.1800	17.4800	63.06
17.5000	18.0500	61.50
18.0500	18.2900	61.50
18.3700	18.6600	60.37
18.7000	20.1000	57.74
20.9200	21.4700	60.37
21.5300	22.0400	64.49
22.1000	22.8300	61.92
23.3400	23.8100	67.05
23.9300	24.2100	67.05
24.2100	24.5200	64.67
24.5600	25.0200	62.65
25.1100	25.6900	60.37
25.7800	27.2400	57.74
