0.9400	1.4600	69.47
1.5900	1.7800	69.27
1.9300	2.1900	67.97
2.3000	2.8600	69.68
3.0300	3.5700	72.66
3.6200	4.2800	65.03
4.2900	4.6600	65.03
4.7400	5.0100	63.06
5.0900	5.5800	65.03
5.8000	6.0600	67.74
6.5600	6.7500	69.88
6.9000	7.1100	69.68
7.1200	7.4400	69.68
7.6200	7.8800	68.19
7.9300	8.5300	69.47
8.6400	8.8800	72.49
9.0100	9.2500	72.49
9.2700	9.9200	65.30
10.1100	10.3300	65.03
10.4800	10.7200	63.36
10.8400	11.3000	65.30
11.5200	11.7400	67.97
12.4800	13.0300	60.83
13.1300	13.4000	61.17
13.4600	13.7500	62.76
13.8600	14.4200	60.83
14.5300	14.7700	61.50
14.8600	15.1300	63.36
15.2300	15.8200	65.03
15.8400	16.5300	63.36
16.6500	17.3900	65.30
18.1700	18.3600	70.28
18.5100	18.7000	70.08
18.8700	19.0200	70.08
19.2100	19.4400	65.30
19.5900	20.1300	44.63
