0.0500	0.5800	59.79
0.7500	1.4400	59.05
1.5700	2.3500	59.79
2.5100	3.0100	58.67
3.3900	4.1000	59.42
4.2300	4.8600	61.82
5.0700	5.7500	59.05
6.6800	7.3900	59.42
7.4000	8.2300	64.22
8.2800	8.9800	62.14
9.1000	9.8900	60.14
10.1200	10.7900	58.67
10.8300	11.5500	56.63
11.7000	12.4200	54.80
13.3300	14.0300	61.82
14.1100	14.8100	59.79
15.0700	15.7000	58.67
15.7600	16.5200	61.82
16.6500	17.3300	59.79
17.4900	18.1600	58.67
18.2400	18.9800	56.19
19.9400	20.6200	61.50
20.7000	21.3200	59.79
21.5000	22.1900	58.67
22.2100	22.8000	56.63
23.1500	23.8300	58.67
23.9000	24.5600	57.06
24.7100	25.3200	55.28
26.3000	27.0000	59.42
27.1500	27.7900	59.42
27.9500	28.6700	59.79
28.8300	29.4700	59.42
29.6400	30.4000	60.14
30.4600	31.1900	61.50
31.3700	32.0900	59.05
32.9900	33.6700	59.79
33.8200	34.4500	54.32
34.5200	35.3000	56.63
35.5100	36.2200	59.05
36.3000	36.9800	59.42
37.1300	37.9200	59.05
37.9800	38.5500	59.79
