0.5100	0.9300	66.80
0.9800	1.1400	68.84
1.2900	1.4200	70.86
1.4900	2.0700	72.14
3.2000	3.3600	73.98
3.4100	3.6100	71.79
3.7600	3.9800	70.47
4.0400	4.2600	68.41
4.4100	5.1100	66.32
5.8700	6.3200	64.49
6.4400	6.6700	64.22
6.7600	6.9700	67.97
7.1000	7.5200	66.80
7.7500	8.1900	64.22
8.5300	8.8000	63.93
8.8500	9.1600	62.45
9.2500	9.4400	63.93
9.5800	9.8200	64.49
10.0800	11.0500	66.80
11.7500	12.3100	66.80
12.3800	12.5700	68.63
12.7100	12.9000	70.67
13.0200	13.7400	71.60
14.4300	14.6400	73.98
14.7400	14.9700	75.93
15.0600	15.3000	73.98
15.3600	15.6000	71.79
15.7900	16.5300	70.47
17.1800	17.7300	68.41
17.8000	18.0000	68.63
18.1800	18.3900	70.28
18.4900	18.9900	71.42
19.1800	19.4800	66.32
19.8700	20.0800	64.22
20.1900	20.4700	63.65
20.5800	20.8000	61.82
20.9200	21.2400	63.65
21.3800	22.4000	62.14
