1.4500	2.2700	67.28
2.2900	2.8500	64.49
2.8500	2.9700	66.91
3.0700	3.7400	67.28
3.8400	4.5400	72.66
4.6800	5.1700	71.79
5.2500	5.3700	71.03
5.4800	5.9800	71.60
6.0100	6.1600	69.27
6.2800	7.0900	67.28
7.6900	8.4500	69.47
8.5600	9.0600	65.56
9.1300	9.3000	67.04
9.3200	10.0100	69.27
10.0400	10.3600	69.27
10.9000	11.4000	67.74
11.4600	11.6200	67.51
11.6800	12.1300	65.30
12.1600	12.3800	64.77
12.4000	13.3300	62.14
13.9000	14.7400	64.49
14.7700	15.2500	64.49
15.2900	15.3800	66.07
15.5000	16.2000	67.28
16.2300	16.9300	60.14
17.1200	17.5500	72.49
17.5500	17.8200	72.66
17.8200	18.4300	72.14
18.4800	18.6000	71.42
18.6000	19.3500	69.27
20.1000	20.8000	67.74
20.9100	21.4000	67.28
21.4700	21.6000	67.04
21.6500	22.3900	69.27
22.4300	23.1100	72.49
23.1800	23.6800	74.76
23.6800	23.8800	74.91
24.0200	24.6800	74.30
24.7400	25.6100	72.66
26.2600	27.0300	76.49
27.2100	27.8000	74.61
27.8800	28.9600	76.63
29.4100	30.1800	72.83
30.2000	30.8800	69.68
31.0100	31.8600	67.51
32.3000	33.0800	69.68
33.1000	33.8200	69.47
33.9600	34.7500	72.49
35.3200	36.0400	67.51
36.0700	36.8000	74.30
36.9100	37.8200	74.61
38.4200	39.1600	76.63
39.1600	39.9400	74.76
39.9800	40.9200	76.35
41.6900	42.3700	74.91
42.4000	43.1100	72.66
43.1100	44.0700	69.27
44.6500	45.2500	67.51
45.3800	46.0500	67.28
46.0800	47.0600	69.27
47.4700	48.2300	74.45
48.2600	48.9800	74.45
49.0100	50.1200	72.49
