0.8600	1.2600	60.49
1.3900	1.7500	65.03
1.9500	3.6800	65.30
3.7400	4.0000	69.27
4.2000	4.4300	67.28
4.5600	4.7700	65.30
4.8600	6.6000	69.06
6.7800	7.1500	67.04
7.7800	9.4400	65.03
9.6500	10.5500	73.98
10.6700	12.0000	59.79
12.6300	13.0000	60.14
13.1400	13.5000	64.77
13.6900	15.2700	65.03
15.3300	15.6500	69.27
15.7900	16.0800	67.04
16.1700	16.3700	65.56
16.4000	17.8800	69.06
18.4800	18.8400	67.04
18.9100	19.3900	69.27
19.4600	21.3200	72.32
23.8100	24.2600	68.84
24.3300	24.7200	72.32
24.8100	26.5300	83.96
26.5900	26.9000	69.47
27.0500	27.3100	67.04
27.4000	27.6000	65.03
27.6700	29.0000	68.84
29.7000	30.4500	67.04
30.6200	32.3100	65.03
32.4800	33.2500	61.82
33.4100	34.5400	59.79
35.2800	35.6600	59.79
35.7700	36.1300	64.77
36.3000	37.8000	64.77
37.9200	38.1900	69.06
38.3500	38.5800	67.04
38.6800	38.9200	64.77
39.0200	40.2200	69.06
40.8300	41.5600	67.04
41.7800	43.7400	64.77
