0.0500	0.8000	119.26
1.5300	2.0000	60.83
2.2100	2.5800	60.14
2.6800	3.1000	60.49
3.3100	3.7300	60.14
3.8600	4.3800	60.49
4.4400	4.9300	63.06
5.1600	5.8200	60.83
6.5400	7.0500	60.83
7.1000	7.5500	64.49
7.6000	8.1000	62.45
8.2000	8.6600	60.83
8.8100	9.2700	60.14
9.3500	9.7600	57.88
9.9700	10.5200	56.19
11.2900	11.7400	62.76
11.8500	12.3000	61.17
12.4800	12.9200	60.49
12.9700	13.4300	63.06
13.5400	13.9600	61.17
14.1400	14.6000	60.49
14.6800	15.2000	57.88
15.9200	16.3800	63.06
16.5000	16.9500	61.50
17.1300	17.6000	60.49
17.6700	18.0900	58.28
18.3100	18.7600	60.14
18.8200	19.2600	58.28
19.4500	19.9300	56.19
20.7500	21.1800	61.17
21.3600	21.7800	60.83
21.8800	22.3000	61.17
22.4800	22.8700	60.49
23.0000	23.4400	61.50
23.4900	23.9500	63.36
24.1500	24.6600	60.83
25.3500	25.7700	61.17
25.9900	26.4200	56.63
26.5000	26.9000	58.67
27.1000	27.5300	60.83
27.6600	28.1600	61.50
28.3300	28.7200	61.17
28.8400	29.6100	61.50
