0.4400	0.6200	67.04
0.7300	0.9800	63.93
0.9900	1.0200	64.22
1.1900	1.4700	63.93
1.6200	1.8500	67.51
1.9500	2.1000	63.93
2.2800	2.5500	63.93
2.5600	2.7500	63.93
2.8900	3.0600	67.04
3.2100	3.4500	66.80
3.5400	3.7100	68.84
3.8900	4.0700	67.04
4.2000	4.7300	65.03
5.5400	5.7300	66.80
5.8400	6.0900	61.50
6.1000	6.3200	61.82
6.4200	6.6200	62.14
6.7600	6.9700	67.04
7.0600	7.2800	61.82
7.3800	7.6200	61.82
7.6300	7.8400	61.82
7.9700	8.1300	64.77
8.2800	8.4700	64.49
8.6500	8.8700	66.80
8.8900	9.2000	62.14
9.3100	9.7300	60.14
10.6200	10.7700	67.04
10.9100	11.1200	67.28
11.2100	11.3600	68.84
11.4700	11.6900	69.06
11.8400	11.9900	67.04
12.1500	12.3600	66.80
12.3800	12.7600	63.65
13.1700	13.3800	61.82
13.4700	13.7600	59.79
13.7800	13.9900	61.82
14.0900	14.2900	63.65
14.4700	15.0600	67.04
15.7700	15.9000	66.80
16.0600	16.3000	67.04
16.3400	16.5200	68.84
16.6200	16.8500	68.84
16.9900	17.1400	67.04
17.3000	17.5100	66.80
17.6200	17.9000	64.22
18.2600	18.4400	61.17
18.5800	18.7900	64.49
