0.3600	0.5900	51.39
0.8800	1.3000	52.35
1.3900	1.8100	54.14
1.8900	2.2000	54.14
2.3200	2.6900	51.39
2.8000	3.1600	52.35
3.2900	3.8300	49.28
4.2400	4.6800	52.35
4.7700	5.1200	52.35
5.2000	5.5700	49.28
5.6600	6.0700	49.28
6.1800	7.2700	46.88
7.9500	8.2600	52.35
8.3600	8.7600	53.27
8.9400	9.2900	54.96
9.3600	9.7700	54.14
9.7800	10.2400	51.39
10.3200	10.7000	53.27
10.7900	11.2400	49.28
11.6900	12.0800	53.27
12.1700	12.5900	49.28
12.6800	13.0200	48.12
13.1400	13.4900	49.28
13.6000	14.6200	45.55
15.5000	15.7000	52.35
15.9100	16.3400	53.27
16.4300	16.7900	54.14
16.8200	17.1900	54.14
17.3800	17.7000	52.35
17.8500	18.1900	52.35
18.3200	18.8300	49.28
19.3100	19.6500	53.27
19.7700	20.1300	52.35
20.1700	20.4900	49.28
20.6200	21.0700	49.28
21.1800	22.3400	46.88
22.9400	23.2800	52.35
23.3400	23.7700	52.35
23.8900	24.1300	54.14
24.3300	24.7200	53.27
24.8200	25.1700	51.39
25.2500	25.6800	51.39
25.7900	26.2100	49.28
26.6900	27.0500	53.27
27.1700	27.5100	49.28
27.6300	28.0300	46.88
28.0800	28.4800	50.37
28.6000	29.5500	45.55
