0.1000	0.1700	54.80
0.2700	0.4900	54.32
0.5900	0.8000	60.83
0.9000	1.1300	54.80
1.2000	1.4400	51.65
1.5500	1.8400	55.74
1.8900	2.3400	60.14
2.4400	2.6500	60.49
2.7000	2.9900	56.19
3.0800	3.3300	52.22
3.4200	3.6100	56.63
3.7400	4.2300	60.14
4.8700	5.0700	56.19
5.1300	5.3600	56.63
5.4800	5.7000	60.14
5.7200	5.9700	55.28
6.0900	6.3100	52.77
6.3800	6.6100	57.06
6.7400	7.1800	54.80
7.3100	7.5400	55.28
7.5900	7.8300	51.65
7.8900	8.1400	47.05
8.2100	8.4100	52.22
8.5500	9.1100	54.80
9.5700	9.7700	50.45
9.8400	10.0700	54.32
10.1500	10.3400	59.05
10.4500	10.6200	55.28
10.7200	10.9000	59.42
11.0000	11.1800	59.42
11.3100	11.5900	54.80
11.9000	12.0900	54.32
12.1600	12.3800	51.65
12.4600	12.6700	47.79
12.7500	12.9600	52.22
13.1000	13.6600	54.80
14.0800	14.2900	51.06
14.4000	14.5800	54.80
14.6900	14.8600	58.67
14.9600	15.1400	54.32
15.2400	15.3900	59.05
15.5000	15.6700	59.42
15.8100	16.0100	54.80
16.3600	16.7000	63.65
16.9100	17.2500	62.76
17.5400	17.9800	59.42
