0.1000	0.3400	61.17
0.3900	0.6300	59.79
0.7100	0.9500	62.45
1.0100	1.2800	64.77
1.3600	1.6500	59.79
1.8200	1.9500	63.36
1.9700	2.2400	61.50
2.3500	2.6000	55.28
2.6700	2.8800	59.79
2.9500	3.2200	59.79
3.2500	3.5200	62.14
3.5900	3.8600	64.49
3.9500	4.4600	60.14
4.5700	4.8000	59.42
5.2100	5.4300	59.79
5.4800	5.7500	60.14
5.8000	6.0900	62.45
6.1200	6.3100	64.49
6.4900	6.6900	64.22
6.7400	7.0000	64.28
7.0500	7.3300	61.82
7.3700	7.6000	60.14
7.7200	7.9300	59.05
8.0300	8.2600	55.28
8.3000	8.5600	57.06
8.6800	8.9200	59.42
9.0100	9.5400	60.14
9.6000	9.7500	60.83
10.2200	10.6000	69.27
10.6800	10.7500	69.47
10.8500	11.0700	68.84
11.1900	11.4200	67.28
11.4600	11.7200	70.08
11.8200	12.0700	70.47
12.1200	12.3600	72.66
12.7800	13.1700	68.41
13.2400	13.3400	70.08
13.4300	13.6300	66.56
13.7300	14.0000	65.03
14.0800	14.6000	64.22
14.6900	14.9000	66.56
15.2700	15.6700	69.47
15.7500	15.8400	71.60
15.8500	16.1500	69.27
16.2500	16.5000	67.74
16.5400	16.8000	69.88
16.8700	17.1100	71.60
17.1500	17.3800	72.32
17.4000	17.7100	70.08
17.8100	18.0100	67.74
18.0800	18.3400	72.14
18.4400	18.7100	71.60
18.7400	19.0400	74.14
19.1100	19.7200	72.32
19.7700	20.0800	72.32
