0.1200	0.2900	57.47
0.4400	0.7100	59.42
0.7300	1.3700	60.49
2.0900	2.3800	61.82
2.4400	2.7100	59.42
2.8200	3.1100	59.42
3.1800	3.4600	56.63
3.5800	4.3700	55.28
4.8800	5.4300	52.77
5.5400	5.8100	52.77
5.8800	6.0900	57.06
6.2500	6.7200	54.80
6.8900	7.2200	52.77
7.5700	7.7800	52.22
7.8500	8.0900	49.17
8.1700	8.3800	51.65
8.5000	8.7100	53.30
8.8400	9.4100	54.80
9.9800	10.5200	54.80
10.5800	10.7900	57.06
10.9500	11.1500	58.67
11.2400	11.8800	60.14
12.3400	12.5800	61.82
12.6500	12.8800	63.06
12.9500	13.1900	61.50
13.2400	13.5100	59.79
13.6600	14.2700	58.67
14.7000	15.1600	56.63
15.2200	15.4600	56.63
15.5900	15.8100	58.28
15.9000	16.3100	60.14
16.5200	16.9700	55.28
17.1100	17.3300	53.82
17.4200	17.6600	52.77
17.7300	17.9600	50.45
18.0500	18.2700	52.22
18.3900	18.9700	48.49
