1.8300	2.4500	67.51
2.6100	2.8800	69.88
2.9800	3.5900	69.47
3.7000	4.4000	67.28
5.3100	5.9200	64.49
5.9800	6.1300	65.30
6.1400	7.0500	64.22
7.0800	7.8800	62.14
8.7300	9.1100	62.45
9.1700	9.5300	64.49
9.6400	11.0900	65.30
11.9200	12.3000	62.36
12.4600	12.9600	71.24
12.9900	13.2600	69.68
13.3500	14.8100	67.28
15.8400	16.1900	67.28
16.2200	16.6100	69.27
16.6100	17.4500	69.06
17.5500	18.1900	67.51
18.9900	19.6500	64.49
19.7100	19.9400	65.03
19.9500	20.6800	64.49
20.7200	21.3500	62.45
22.4500	22.8200	62.14
22.9100	23.2400	64.77
23.3500	24.6800	65.30
25.4400	25.7500	55.74
25.8900	26.4100	64.49
26.4100	26.7300	61.82
26.7800	28.0700	60.14
29.1100	29.5500	60.14
29.5700	29.7900	60.20
29.9000	31.3000	69.47
32.0000	32.3200	65.82
32.3800	32.8700	60.54
33.0000	33.4000	69.68
33.4000	33.9500	69.47
34.0600	34.7600	67.51
35.5600	36.0300	64.49
36.0800	36.4300	65.56
36.5700	37.8800	67.51
38.5600	38.8900	69.47
39.0200	39.3200	67.51
39.4000	39.8100	65.82
40.0600	41.4500	64.49
42.3200	42.5800	60.22
42.6100	42.9500	60.49
43.1400	44.5000	69.47
45.2000	45.5000	69.47
45.5600	46.0000	60.49
46.1300	46.3300	69.06
46.3600	47.0600	69.27
47.1500	47.8800	67.51
48.5300	48.9600	64.22
49.1100	49.3500	60.22
49.5300	50.6800	67.51
51.4100	51.8200	65.56
51.8600	52.4000	62.45
52.4100	52.6000	60.49
52.6300	53.8800	60.22
55.4800	56.0300	67.04
56.0400	56.2800	69.68
56.3100	57.0000	69.47
57.1000	57.9100	67.51
58.5700	59.1500	64.49
59.2200	59.3500	64.77
59.3600	60.1600	64.22
60.1800	61.0500	62.14
62.0200	62.4200	62.45
62.4800	62.8800	64.49
63.0000	64.4000	65.30
65.1100	65.4500	62.45
65.6200	66.1200	71.42
66.1700	66.3800	69.68
66.5300	67.7500	67.28
68.7300	69.0800	67.51
69.1700	69.5200	69.47
69.5400	70.3900	69.47
70.4700	71.1500	67.51
71.8700	72.4900	64.22
72.5600	72.7300	64.77
72.7500	73.5300	64.49
73.5700	74.2300	62.45
75.1600	75.6500	62.14
75.7000	76.0800	64.77
76.1600	77.6600	65.30
78.2700	78.5900	54.80
78.7300	79.2500	64.49
79.2500	79.4800	62.14
79.5100	80.9800	60.49
